"DEPARTMENT","Time.to.resolution","month","year","area","year.mo"
"SANITATION",3,8,2019,"W",201908
"SANITATION",8,8,2019,"D",201908
"SANITATION",48,8,2019,"D",201908
"SANITATION",8,8,2019,"W",201908
"SANITATION",24,8,2019,"W",201908
"SANITATION",11,8,2019,"W",201908
"SANITATION",54,8,2019,"W",201908
"SANITATION",7,8,2019,"W",201908
"SANITATION",8,8,2019,"D",201908
"SANITATION",24,8,2019,"W",201908
"SANITATION",7,8,2019,"D",201908
"SANITATION",10,8,2019,"W",201908
"SANITATION",4,8,2019,"N",201908
"SANITATION",9,8,2019,"D",201908
"SANITATION",5,8,2019,"W",201908
"SANITATION",9,8,2019,"W",201908
"SANITATION",23,8,2019,"W",201908
"SANITATION",9,8,2019,"W",201908
"GROUNDS",130,8,2019,"W",201908
"SANITATION",22,9,2019,"N",201909
"SANITATION",3,9,2019,"LSU",201909
"SANITATION",21,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"GROUNDS",384,9,2019,"LSU",201909
"SANITATION",2,9,2019,"LSU",201909
"SANITATION",46,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",35,9,2019,"W",201909
"SANITATION",20,9,2019,"W",201909
"SANITATION",1,9,2019,"N",201909
"GROUNDS",157,9,2019,"W",201909
"SANITATION",1,9,2019,"W",201909
"SANITATION",8,9,2019,"W",201909
"GROUNDS",7,9,2019,"W",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",7,9,2019,"N",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",8,9,2019,"N",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",5,9,2019,"D",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",36,9,2019,"D",201909
"GROUNDS",134,9,2019,"W",201909
"GROUNDS",33,9,2019,"W",201909
"GROUNDS",0,9,2019,"LSU",201909
"SANITATION",0,9,2019,"LSU",201909
"SANITATION",8,9,2019,"N",201909
"GROUNDS",49,9,2019,"W",201909
"SANITATION",1,9,2019,"W",201909
"GROUNDS",48,9,2019,"W",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",8,9,2019,"LSU",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",104,9,2019,"N",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",2,9,2019,"W",201909
"GROUNDS",14,9,2019,"N",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",49,9,2019,"W",201909
"SANITATION",20,9,2019,"W",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",8,9,2019,"N",201909
"SANITATION",9,9,2019,"D",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",22,9,2019,"W",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",46,9,2019,"LSU",201909
"SANITATION",7,9,2019,"W",201909
"GROUNDS",49,9,2019,"N",201909
"SANITATION",20,9,2019,"W",201909
"SANITATION",2,9,2019,"D",201909
"GROUNDS",183,9,2019,"W",201909
"SANITATION",9,9,2019,"D",201909
"GROUNDS",419,9,2019,"W",201909
"GROUNDS",191,9,2019,"W",201909
"GROUNDS",184,9,2019,"W",201909
"GROUNDS",44,9,2019,"D",201909
"SANITATION",6,9,2019,"D",201909
"SANITATION",2,9,2019,"D",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",2,9,2019,"LSU",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",13,9,2019,"LSU",201909
"SANITATION",14,9,2019,"W",201909
"SANITATION",50,9,2019,"W",201909
"SANITATION",20,9,2019,"D",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",8,9,2019,"LSU",201909
"SANITATION",36,9,2019,"W",201909
"SANITATION",3,9,2019,"N",201909
"SANITATION",8,9,2019,"D",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"GROUNDS",6,9,2019,"N",201909
"SANITATION",19,9,2019,"W",201909
"GROUNDS",49,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"GROUNDS",141,9,2019,"W",201909
"SANITATION",7,9,2019,"D",201909
"SANITATION",7,9,2019,"LSU",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",34,9,2019,"W",201909
"SANITATION",6,9,2019,"LSU",201909
"SANITATION",0,9,2019,"N",201909
"SANITATION",2,9,2019,"LSU",201909
"SANITATION",9,9,2019,"N",201909
"SANITATION",7,9,2019,"N",201909
"SANITATION",0,9,2019,"N",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",7,9,2019,"D",201909
"GROUNDS",180,9,2019,"N",201909
"SANITATION",0,9,2019,"N",201909
"SANITATION",0,9,2019,"N",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",0,9,2019,"D",201909
"GROUNDS",32,9,2019,"D",201909
"SANITATION",1,9,2019,"LSU",201909
"GROUNDS",34,9,2019,"W",201909
"SANITATION",11,9,2019,"N",201909
"SANITATION",0,9,2019,"N",201909
"GROUNDS",112,9,2019,"W",201909
"SANITATION",7,9,2019,"N",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",5,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"GROUNDS",182,9,2019,"D",201909
"SANITATION",5,9,2019,"W",201909
"GROUNDS",178,9,2019,"D",201909
"SANITATION",21,9,2019,"LSU",201909
"SANITATION",19,9,2019,"W",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",2,9,2019,"D",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",5,9,2019,"W",201909
"SANITATION",8,9,2019,"W",201909
"GROUNDS",34,9,2019,"LSU",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",1,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",7,9,2019,"D",201909
"GROUNDS",31,9,2019,"D",201909
"SANITATION",3,9,2019,"N",201909
"GROUNDS",53,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",6,9,2019,"D",201909
"SANITATION",3,9,2019,"W",201909
"GROUNDS",39,9,2019,"W",201909
"SANITATION",3,9,2019,"LSU",201909
"SANITATION",6,9,2019,"LSU",201909
"GROUNDS",53,9,2019,"D",201909
"GROUNDS",34,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"GROUNDS",48,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",11,9,2019,"D",201909
"GROUNDS",151,9,2019,"W",201909
"SANITATION",3,9,2019,"N",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",4,9,2019,"D",201909
"GROUNDS",182,9,2019,"D",201909
"SANITATION",0,9,2019,"D",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",0,9,2019,"D",201909
"SANITATION",1,9,2019,"D",201909
"GROUNDS",6,9,2019,"W",201909
"GROUNDS",38,9,2019,"D",201909
"GROUNDS",47,9,2019,"N",201909
"GROUNDS",56,9,2019,"W",201909
"GROUNDS",35,9,2019,"W",201909
"GROUNDS",165,9,2019,"N",201909
"GROUNDS",56,9,2019,"W",201909
"GROUNDS",185,9,2019,"N",201909
"GROUNDS",163,9,2019,"N",201909
"SANITATION",4,9,2019,"W",201909
"GROUNDS",163,9,2019,"N",201909
"GROUNDS",216,9,2019,"N",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",0,9,2019,"N",201909
"SANITATION",4,9,2019,"W",201909
"GROUNDS",183,9,2019,"W",201909
"SANITATION",0,9,2019,"D",201909
"SANITATION",20,9,2019,"D",201909
"GROUNDS",165,9,2019,"N",201909
"GROUNDS",188,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",7,9,2019,"D",201909
"SANITATION",14,9,2019,"N",201909
"SANITATION",6,9,2019,"LSU",201909
"GROUNDS",47,9,2019,"N",201909
"GROUNDS",132,9,2019,"LSU",201909
"SANITATION",30,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",4,9,2019,"LSU",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",34,9,2019,"N",201909
"SANITATION",2,9,2019,"LSU",201909
"SANITATION",6,9,2019,"N",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",0,9,2019,"D",201909
"GROUNDS",380,9,2019,"LSU",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",6,9,2019,"D",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",5,9,2019,"D",201909
"SANITATION",6,9,2019,"D",201909
"GROUNDS",54,9,2019,"LSU",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"GROUNDS",423,9,2019,"W",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",0,9,2019,"LSU",201909
"SANITATION",6,9,2019,"LSU",201909
"SANITATION",2,9,2019,"D",201909
"SANITATION",6,9,2019,"LSU",201909
"SANITATION",0,9,2019,"LSU",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",11,9,2019,"W",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",17,9,2019,"W",201909
"SANITATION",9,9,2019,"W",201909
"GROUNDS",45,9,2019,"W",201909
"SANITATION",10,9,2019,"D",201909
"SANITATION",5,9,2019,"LSU",201909
"GROUNDS",124,9,2019,"W",201909
"SANITATION",24,9,2019,"W",201909
"SANITATION",10,9,2019,"W",201909
"GROUNDS",129,9,2019,"N",201909
"SANITATION",7,9,2019,"D",201909
"SANITATION",13,9,2019,"N",201909
"SANITATION",10,9,2019,"W",201909
"SANITATION",17,9,2019,"W",201909
"SANITATION",6,9,2019,"D",201909
"SANITATION",18,9,2019,"D",201909
"SANITATION",11,9,2019,"W",201909
"SANITATION",10,9,2019,"W",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",5,9,2019,"W",201909
"SANITATION",5,9,2019,"W",201909
"GROUNDS",194,9,2019,"W",201909
"SANITATION",4,9,2019,"LSU",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",16,9,2019,"LSU",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",3,9,2019,"N",201909
"SANITATION",2,9,2019,"D",201909
"SANITATION",15,9,2019,"W",201909
"SANITATION",18,9,2019,"D",201909
"BLIGHT",46,9,2019,"W",201909
"SANITATION",8,9,2019,"N",201909
"GROUNDS",27,9,2019,"D",201909
"GROUNDS",179,9,2019,"D",201909
"SANITATION",13,9,2019,"W",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",6,9,2019,"W",201909
"GROUNDS",131,9,2019,"W",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",9,9,2019,"N",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"GROUNDS",111,9,2019,"W",201909
"SANITATION",2,9,2019,"D",201909
"SANITATION",13,9,2019,"N",201909
"SANITATION",8,9,2019,"W",201909
"GROUNDS",20,9,2019,"W",201909
"GROUNDS",160,9,2019,"N",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",13,9,2019,"W",201909
"SANITATION",14,9,2019,"LSU",201909
"GROUNDS",158,9,2019,"N",201909
"SANITATION",13,9,2019,"W",201909
"SANITATION",14,9,2019,"W",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",14,9,2019,"W",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",14,9,2019,"N",201909
"SANITATION",14,9,2019,"W",201909
"GROUNDS",182,9,2019,"W",201909
"SANITATION",41,9,2019,"N",201909
"GROUNDS",42,9,2019,"D",201909
"SANITATION",3,9,2019,"D",201909
"GROUNDS",43,9,2019,"W",201909
"SANITATION",15,9,2019,"D",201909
"SANITATION",8,9,2019,"D",201909
"SANITATION",15,9,2019,"D",201909
"SANITATION",15,9,2019,"D",201909
"SANITATION",21,9,2019,"W",201909
"SANITATION",10,9,2019,"LSU",201909
"SANITATION",15,9,2019,"D",201909
"SANITATION",15,9,2019,"W",201909
"SANITATION",18,9,2019,"D",201909
"GROUNDS",421,9,2019,"W",201909
"SANITATION",44,9,2019,"LSU",201909
"SANITATION",3,9,2019,"D",201909
"SANITATION",4,9,2019,"W",201909
"GROUNDS",183,9,2019,"W",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",2,9,2019,"LSU",201909
"SANITATION",0,9,2019,"N",201909
"SANITATION",8,9,2019,"LSU",201909
"SANITATION",3,9,2019,"LSU",201909
"SANITATION",24,9,2019,"LSU",201909
"SANITATION",2,9,2019,"LSU",201909
"SANITATION",3,9,2019,"D",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",3,9,2019,"LSU",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",3,9,2019,"LSU",201909
"GROUNDS",48,9,2019,"W",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",1,9,2019,"LSU",201909
"GROUNDS",131,9,2019,"W",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",9,9,2019,"W",201909
"GROUNDS",14,9,2019,"W",201909
"GROUNDS",194,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",5,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",3,9,2019,"D",201909
"GROUNDS",120,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",2,9,2019,"LSU",201909
"SANITATION",0,9,2019,"LSU",201909
"SANITATION",8,9,2019,"D",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",13,9,2019,"W",201909
"SANITATION",6,9,2019,"D",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",13,9,2019,"W",201909
"SANITATION",2,9,2019,"D",201909
"GROUNDS",48,9,2019,"W",201909
"SANITATION",12,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",1,9,2019,"N",201909
"GROUNDS",120,9,2019,"D",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",42,9,2019,"D",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",38,9,2019,"W",201909
"SANITATION",13,9,2019,"W",201909
"SANITATION",0,9,2019,"D",201909
"SANITATION",12,9,2019,"LSU",201909
"GROUNDS",43,9,2019,"W",201909
"GROUNDS",27,9,2019,"W",201909
"GROUNDS",183,9,2019,"W",201909
"GROUNDS",182,9,2019,"W",201909
"SANITATION",0,9,2019,"D",201909
"SANITATION",23,9,2019,"D",201909
"SANITATION",2,9,2019,"LSU",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",7,9,2019,"LSU",201909
"GROUNDS",27,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",2,9,2019,"D",201909
"SANITATION",39,9,2019,"D",201909
"SANITATION",7,9,2019,"N",201909
"SANITATION",13,9,2019,"LSU",201909
"SANITATION",7,9,2019,"LSU",201909
"SANITATION",14,9,2019,"W",201909
"SANITATION",2,9,2019,"LSU",201909
"SANITATION",9,9,2019,"D",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",5,9,2019,"D",201909
"SANITATION",1,9,2019,"W",201909
"SANITATION",0,9,2019,"D",201909
"SANITATION",0,9,2019,"N",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",38,9,2019,"D",201909
"SANITATION",12,9,2019,"D",201909
"GROUNDS",157,9,2019,"N",201909
"GROUNDS",35,9,2019,"W",201909
"SANITATION",8,9,2019,"D",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",40,9,2019,"D",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"GROUNDS",96,9,2019,"W",201909
"SANITATION",4,9,2019,"W",201909
"GROUNDS",119,9,2019,"W",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",12,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",0,9,2019,"D",201909
"SANITATION",28,9,2019,"W",201909
"SANITATION",0,9,2019,"D",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",7,9,2019,"D",201909
"GROUNDS",35,9,2019,"LSU",201909
"SANITATION",9,9,2019,"W",201909
"SANITATION",0,9,2019,"D",201909
"SANITATION",5,9,2019,"W",201909
"SANITATION",14,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",7,9,2019,"LSU",201909
"SANITATION",0,9,2019,"W",201909
"GROUNDS",31,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",7,9,2019,"N",201909
"SANITATION",27,9,2019,"W",201909
"SANITATION",6,9,2019,"D",201909
"SANITATION",18,9,2019,"W",201909
"SANITATION",11,9,2019,"W",201909
"GROUNDS",190,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",12,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"GROUNDS",120,9,2019,"W",201909
"SANITATION",8,9,2019,"N",201909
"SANITATION",42,9,2019,"W",201909
"SANITATION",8,9,2019,"N",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",7,9,2019,"D",201909
"SANITATION",2,9,2019,"W",201909
"GROUNDS",120,9,2019,"W",201909
"SANITATION",5,9,2019,"W",201909
"SANITATION",1,9,2019,"W",201909
"SANITATION",42,9,2019,"W",201909
"GROUNDS",175,9,2019,"W",201909
"SANITATION",7,9,2019,"N",201909
"GROUNDS",32,9,2019,"W",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",1,9,2019,"D",201909
"GROUNDS",41,9,2019,"W",201909
"GROUNDS",53,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",4,9,2019,"W",201909
"GROUNDS",187,9,2019,"W",201909
"SANITATION",11,9,2019,"N",201909
"SANITATION",7,9,2019,"N",201909
"GROUNDS",28,9,2019,"W",201909
"GROUNDS",151,9,2019,"N",201909
"GROUNDS",119,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"GROUNDS",180,9,2019,"W",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",36,9,2019,"W",201909
"GROUNDS",27,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",11,9,2019,"W",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",10,9,2019,"W",201909
"SANITATION",1,9,2019,"W",201909
"SANITATION",0,9,2019,"N",201909
"SANITATION",6,9,2019,"W",201909
"GROUNDS",166,9,2019,"D",201909
"SANITATION",5,9,2019,"N",201909
"SANITATION",1,9,2019,"W",201909
"GROUNDS",178,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",0,9,2019,"W",201909
"GROUNDS",174,9,2019,"N",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",1,9,2019,"N",201909
"GROUNDS",32,9,2019,"W",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",4,9,2019,"LSU",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",37,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",5,9,2019,"N",201909
"SANITATION",11,9,2019,"N",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",5,9,2019,"W",201909
"SANITATION",36,9,2019,"N",201909
"GROUNDS",65,9,2019,"W",201909
"SANITATION",9,9,2019,"W",201909
"SANITATION",39,9,2019,"W",201909
"GROUNDS",52,9,2019,"N",201909
"SANITATION",2,9,2019,"N",201909
"SANITATION",9,9,2019,"W",201909
"SANITATION",3,9,2019,"D",201909
"SANITATION",35,9,2019,"W",201909
"SANITATION",5,9,2019,"D",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",2,9,2019,"LSU",201909
"SANITATION",10,9,2019,"W",201909
"GROUNDS",25,9,2019,"LSU",201909
"GROUNDS",172,9,2019,"D",201909
"SANITATION",6,9,2019,"N",201909
"SANITATION",2,9,2019,"D",201909
"SANITATION",19,9,2019,"N",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"GROUNDS",6,9,2019,"N",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",2,9,2019,"D",201909
"SANITATION",4,9,2019,"D",201909
"SANITATION",5,9,2019,"LSU",201909
"SANITATION",16,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",5,9,2019,"W",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",12,9,2019,"W",201909
"SANITATION",6,9,2019,"D",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",4,9,2019,"W",201909
"GROUNDS",38,9,2019,"W",201909
"SANITATION",3,9,2019,"D",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",10,9,2019,"W",201909
"SANITATION",6,9,2019,"D",201909
"SANITATION",52,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",33,9,2019,"W",201909
"SANITATION",36,9,2019,"W",201909
"SANITATION",10,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",22,9,2019,"W",201909
"SANITATION",36,9,2019,"D",201909
"SANITATION",7,9,2019,"D",201909
"SANITATION",11,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",36,9,2019,"W",201909
"SANITATION",7,9,2019,"D",201909
"SANITATION",36,9,2019,"D",201909
"SANITATION",36,9,2019,"W",201909
"SANITATION",6,9,2019,"N",201909
"SANITATION",38,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",9,9,2019,"D",201909
"SANITATION",38,9,2019,"D",201909
"GROUNDS",128,9,2019,"W",201909
"SANITATION",9,9,2019,"W",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",4,9,2019,"D",201909
"GROUNDS",33,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"GROUNDS",375,9,2019,"D",201909
"GROUNDS",179,9,2019,"D",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",8,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",1,9,2019,"W",201909
"SANITATION",1,9,2019,"W",201909
"GROUNDS",37,9,2019,"N",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",2,9,2019,"D",201909
"SANITATION",33,9,2019,"W",201909
"GROUNDS",116,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",0,9,2019,"N",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",1,9,2019,"W",201909
"GROUNDS",114,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",32,9,2019,"LSU",201909
"GROUNDS",171,9,2019,"W",201909
"GROUNDS",43,9,2019,"W",201909
"GROUNDS",170,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",35,9,2019,"W",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"GROUNDS",37,9,2019,"D",201909
"SANITATION",0,9,2019,"LSU",201909
"GROUNDS",114,9,2019,"W",201909
"GROUNDS",48,9,2019,"W",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",6,9,2019,"D",201909
"SANITATION",1,9,2019,"W",201909
"SANITATION",17,9,2019,"D",201909
"SANITATION",6,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"GROUNDS",35,9,2019,"D",201909
"SANITATION",0,9,2019,"LSU",201909
"GROUNDS",114,9,2019,"W",201909
"SANITATION",32,9,2019,"D",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",13,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",3,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"GROUNDS",43,9,2019,"W",201909
"GROUNDS",178,9,2019,"W",201909
"SANITATION",37,9,2019,"LSU",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",14,9,2019,"W",201909
"SANITATION",1,9,2019,"W",201909
"GROUNDS",22,9,2019,"N",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",1,9,2019,"W",201909
"SANITATION",4,9,2019,"W",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",1,9,2019,"W",201909
"GROUNDS",38,9,2019,"N",201909
"SANITATION",1,9,2019,"W",201909
"SANITATION",1,9,2019,"LSU",201909
"SANITATION",4,9,2019,"D",201909
"GROUNDS",36,9,2019,"W",201909
"SANITATION",29,9,2019,"LSU",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",17,9,2019,"N",201909
"SANITATION",33,9,2019,"D",201909
"SANITATION",3,9,2019,"LSU",201909
"SANITATION",0,9,2019,"N",201909
"SANITATION",2,9,2019,"D",201909
"GROUNDS",170,9,2019,"W",201909
"SANITATION",2,9,2019,"W",201909
"SANITATION",36,9,2019,"LSU",201909
"SANITATION",36,9,2019,"W",201909
"SANITATION",8,9,2019,"D",201909
"SANITATION",5,9,2019,"W",201909
"SANITATION",5,9,2019,"W",201909
"SANITATION",1,9,2019,"D",201909
"SANITATION",8,9,2019,"D",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",5,9,2019,"N",201909
"GROUNDS",175,9,2019,"W",201909
"SANITATION",10,9,2019,"W",201909
"SANITATION",1,9,2019,"N",201909
"SANITATION",7,9,2019,"W",201909
"SANITATION",6,9,2019,"D",201909
"SANITATION",34,9,2019,"W",201909
"SANITATION",31,9,2019,"N",201909
"SANITATION",35,9,2019,"N",201909
"SANITATION",47,9,2019,"W",201909
"SANITATION",1,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"GROUNDS",50,9,2019,"W",201909
"SANITATION",5,9,2019,"LSU",201909
"GROUNDS",113,9,2019,"W",201909
"SANITATION",6,9,2019,"LSU",201909
"GROUNDS",35,9,2019,"W",201909
"SANITATION",0,9,2019,"W",201909
"SANITATION",0,9,2019,"LSU",201909
"SANITATION",31,9,2019,"D",201909
"GROUNDS",41,9,2019,"LSU",201909
"SANITATION",5,9,2019,"D",201909
"SANITATION",13,9,2019,"W",201909
"SANITATION",31,9,2019,"W",201909
