"Time.to.resolution","DEPARTMENT","area","TYPEid","month","year"
13,"SANITATION","N",173024,3,1
13,"SANITATION","W",173024,3,1
7,"SANITATION","W",173024,3,1
11,"SANITATION","LSU",173024,3,1
5,"SANITATION","W",173024,3,1
4,"SANITATION","W",173027,3,1
28,"SANITATION","N",173024,3,1
8,"SANITATION","D",173024,3,1
7,"SANITATION","LSU",173024,3,1
35,"SANITATION","W",173024,3,1
34,"SANITATION","W",173027,3,1
6,"SANITATION","N",173024,3,1
6,"SANITATION","W",173024,3,1
5,"SANITATION","W",173024,3,1
5,"SANITATION","LSU",173027,3,1
5,"SANITATION","LSU",173024,3,1
5,"SANITATION","W",173027,3,1
4,"GROUNDS","W",174362,3,1
5,"SANITATION","W",173024,3,1
58,"SANITATION","LSU",173024,4,1
58,"SANITATION","W",173024,4,1
2,"SANITATION","D",173027,4,1
2,"SANITATION","D",173024,4,1
50,"SANITATION","W",173027,4,1
2,"SANITATION","W",173024,4,1
2,"SANITATION","LSU",173024,4,1
1,"SANITATION","D",173024,4,1
6,"SANITATION","W",173024,4,1
56,"SANITATION","W",173024,4,1
7,"SANITATION","N",173024,4,1
20,"SANITATION","N",173024,4,1
4,"SANITATION","LSU",173027,4,1
3,"SANITATION","W",173024,4,1
3,"SANITATION","W",173027,4,1
50,"SANITATION","W",173024,4,1
50,"SANITATION","D",173024,4,1
17,"SANITATION","LSU",173024,4,1
50,"SANITATION","W",173024,4,1
20,"SANITATION","W",173024,4,1
15,"SANITATION","LSU",173027,4,1
15,"SANITATION","W",173024,4,1
48,"SANITATION","D",173024,4,1
13,"SANITATION","W",173024,4,1
14,"SANITATION","N",173024,4,1
13,"SANITATION","W",173024,4,1
5,"SANITATION","LSU",173027,4,1
46,"SANITATION","LSU",173024,4,1
12,"SANITATION","D",173024,4,1
12,"SANITATION","D",173027,4,1
10,"SANITATION","D",173024,4,1
10,"SANITATION","D",173024,4,1
36,"SANITATION","LSU",173024,4,1
10,"SANITATION","W",173024,4,1
44,"SANITATION","LSU",173027,4,1
2,"SANITATION","W",173027,4,1
9,"SANITATION","D",173024,4,1
9,"SANITATION","D",173027,4,1
10,"SANITATION","N",173027,4,1
8,"SANITATION","W",173024,4,1
8,"SANITATION","W",173024,4,1
8,"SANITATION","W",173024,4,1
7,"SANITATION","LSU",173024,4,1
9,"SANITATION","N",173027,4,1
6,"SANITATION","W",173027,4,1
8,"SANITATION","D",173027,4,1
34,"SANITATION","D",173027,4,1
3,"SANITATION","D",173027,4,1
20,"SANITATION","W",173024,4,1
5,"SANITATION","N",173024,4,1
5,"SANITATION","D",173024,4,1
5,"SANITATION","W",173027,4,1
6,"SANITATION","N",173024,4,1
6,"SANITATION","N",173024,4,1
7,"SANITATION","D",173024,4,1
10,"SANITATION","W",173024,4,1
4,"SANITATION","D",173024,4,1
4,"SANITATION","W",173024,4,1
4,"SANITATION","W",173024,4,1
4,"SANITATION","LSU",173024,4,1
3,"SANITATION","N",173024,4,1
2,"SANITATION","LSU",173024,4,1
40,"SANITATION","D",173024,5,1
40,"SANITATION","D",173024,5,1
58,"GROUNDS","D",174362,5,1
6,"SANITATION","D",173027,5,1
5,"SANITATION","D",173027,5,1
55,"SANITATION","N",173024,5,1
37,"SANITATION","N",173024,5,1
6,"SANITATION","D",173024,5,1
5,"SANITATION","N",173024,5,1
5,"SANITATION","LSU",173024,5,1
5,"SANITATION","N",173024,5,1
10,"SANITATION","W",173024,5,1
4,"SANITATION","N",173027,5,1
4,"SANITATION","W",173024,5,1
9,"SANITATION","W",173024,5,1
3,"SANITATION","N",173024,5,1
15,"SANITATION","LSU",173024,5,1
4,"SANITATION","W",173024,5,1
3,"SANITATION","N",173024,5,1
9,"SANITATION","N",173027,5,1
2,"SANITATION","LSU",173024,5,1
20,"SANITATION","W",173024,5,1
8,"SANITATION","D",173024,5,1
12,"SANITATION","D",173024,5,1
7,"SANITATION","D",173024,5,1
12,"SANITATION","W",173024,5,1
7,"GROUNDS","W",174362,5,1
11,"SANITATION","W",173024,5,1
57,"SANITATION","W",173024,5,1
46,"SANITATION","D",173024,5,1
8,"SANITATION","W",173024,5,1
3,"SANITATION","D",173027,5,1
7,"SANITATION","W",173024,5,1
9,"SANITATION","W",173024,5,1
13,"SANITATION","W",173027,5,1
51,"SANITATION","W",173024,5,1
22,"SANITATION","W",173024,5,1
7,"SANITATION","D",173027,5,1
50,"SANITATION","W",173024,5,1
8,"SANITATION","LSU",173024,5,1
17,"SANITATION","W",173024,5,1
15,"SANITATION","W",173024,5,1
38,"SANITATION","D",173024,5,1
2,"SANITATION","W",173027,5,1
7,"SANITATION","LSU",173024,5,1
6,"GROUNDS","W",174362,5,1
16,"SANITATION","W",173024,5,1
7,"SANITATION","W",173027,5,1
7,"SANITATION","N",173027,5,1
6,"SANITATION","D",173024,5,1
1,"GROUNDS","W",174362,5,1
43,"SANITATION","D",173024,5,1
7,"SANITATION","N",173024,5,1
43,"SANITATION","W",173027,5,1
10,"SANITATION","LSU",173024,5,1
8,"SANITATION","D",173024,5,1
13,"SANITATION","D",173026,5,1
7,"SANITATION","D",173024,5,1
16,"GROUNDS","W",174362,5,1
10,"SANITATION","W",173024,5,1
10,"SANITATION","D",173027,5,1
7,"SANITATION","W",173024,5,1
26,"SANITATION","D",173024,5,1
6,"SANITATION","N",173024,5,1
6,"SANITATION","W",173024,5,1
8,"SANITATION","LSU",173024,5,1
8,"SANITATION","W",173024,5,1
8,"SANITATION","N",173027,5,1
8,"SANITATION","LSU",173024,5,1
12,"SANITATION","D",173024,5,1
5,"SANITATION","N",173024,6,1
57,"SANITATION","W",173024,6,1
53,"SANITATION","W",173024,6,1
56,"SANITATION","W",173024,6,1
1,"GROUNDS","N",174362,6,1
56,"SANITATION","W",173024,6,1
52,"SANITATION","D",173024,6,1
57,"SANITATION","W",173024,6,1
32,"SANITATION","W",173024,6,1
46,"SANITATION","LSU",173024,6,1
58,"SANITATION","W",173024,6,1
45,"SANITATION","LSU",173024,6,1
55,"SANITATION","W",173024,6,1
51,"SANITATION","W",173024,6,1
15,"SANITATION","LSU",173024,6,1
15,"SANITATION","D",173024,6,1
10,"SANITATION","W",173024,6,1
6,"SANITATION","W",173027,6,1
10,"SANITATION","W",173024,6,1
40,"SANITATION","W",173024,6,1
16,"SANITATION","W",173024,6,1
4,"SANITATION","N",173027,6,1
1,"SANITATION","LSU",173024,6,1
9,"SANITATION","LSU",173024,6,1
2,"SANITATION","W",173024,6,1
11,"SANITATION","LSU",173024,6,1
7,"SANITATION","W",173024,6,1
10,"SANITATION","W",173024,6,1
8,"SANITATION","LSU",173024,6,1
4,"SANITATION","W",173027,6,1
6,"SANITATION","N",173024,6,1
34,"SANITATION","N",173024,6,1
10,"SANITATION","W",173024,6,1
24,"SANITATION","W",173027,6,1
9,"SANITATION","D",173024,6,1
7,"SANITATION","LSU",173024,6,1
8,"SANITATION","W",173024,6,1
12,"SANITATION","W",173024,6,1
12,"SANITATION","W",173024,6,1
12,"SANITATION","N",173024,6,1
2,"GROUNDS","LSU",174362,6,1
30,"GROUNDS","N",174362,6,1
8,"SANITATION","D",173024,6,1
8,"SANITATION","N",173024,6,1
11,"SANITATION","N",173024,6,1
6,"SANITATION","W",173024,6,1
7,"SANITATION","W",173024,6,1
7,"SANITATION","W",173024,6,1
6,"SANITATION","D",173024,6,1
7,"SANITATION","D",173024,6,1
34,"SANITATION","D",173024,6,1
48,"GROUNDS","N",174362,6,1
11,"SANITATION","LSU",173024,6,1
11,"SANITATION","D",173027,6,1
10,"SANITATION","D",173024,6,1
3,"SANITATION","W",173024,6,1
11,"SANITATION","LSU",173024,6,1
10,"SANITATION","W",173027,6,1
23,"SANITATION","W",173024,6,1
15,"SANITATION","W",173024,6,1
7,"SANITATION","D",173024,6,1
14,"SANITATION","D",173024,6,1
8,"SANITATION","W",173024,6,1
8,"SANITATION","LSU",173024,6,1
8,"SANITATION","LSU",173024,6,1
2,"SANITATION","W",173027,6,1
8,"SANITATION","LSU",173024,6,1
8,"SANITATION","LSU",173024,6,1
8,"SANITATION","LSU",173024,6,1
8,"SANITATION","LSU",173024,6,1
8,"SANITATION","D",173024,6,1
8,"SANITATION","D",173024,6,1
7,"SANITATION","D",173024,6,1
1,"GROUNDS","W",174362,6,1
7,"SANITATION","LSU",173024,6,1
44,"SANITATION","W",173024,6,1
7,"SANITATION","W",173024,6,1
7,"SANITATION","N",173024,6,1
7,"SANITATION","LSU",173024,6,1
2,"SANITATION","W",173024,6,1
6,"SANITATION","D",173024,6,1
6,"SANITATION","LSU",173024,6,1
7,"SANITATION","W",173027,6,1
6,"SANITATION","N",173024,6,1
5,"SANITATION","LSU",173024,6,1
10,"SANITATION","N",173024,6,1
2,"SANITATION","N",173024,6,1
38,"SANITATION","W",173024,6,1
1,"SANITATION","LSU",173024,6,1
1,"SANITATION","D",173024,6,1
1,"SANITATION","LSU",173024,6,1
2,"SANITATION","D",173024,6,1
6,"SANITATION","W",173024,6,1
7,"SANITATION","N",173024,6,1
20,"SANITATION","D",173024,6,1
28,"GROUNDS","W",174362,6,1
36,"SANITATION","D",173024,6,1
18,"SANITATION","LSU",173024,6,1
18,"SANITATION","D",173024,6,1
35,"SANITATION","W",173024,6,1
3,"SANITATION","W",173024,6,1
17,"SANITATION","W",173024,6,1
3,"SANITATION","W",173024,6,1
5,"SANITATION","LSU",173024,7,1
46,"SANITATION","W",173024,7,1
28,"SANITATION","LSU",173024,7,1
10,"SANITATION","D",173024,7,1
32,"SANITATION","N",173024,7,1
14,"SANITATION","N",173024,7,1
28,"SANITATION","LSU",173024,7,1
30,"SANITATION","W",173027,7,1
24,"SANITATION","W",173026,7,1
31,"SANITATION","W",173024,7,1
31,"SANITATION","LSU",173024,7,1
1,"SANITATION","W",173024,7,1
1,"SANITATION","D",173024,7,1
10,"SANITATION","W",173024,7,1
10,"SANITATION","W",173024,7,1
5,"SANITATION","W",173027,7,1
11,"SANITATION","W",173024,7,1
28,"SANITATION","W",173024,7,1
11,"SANITATION","W",173024,7,1
24,"GROUNDS","W",174362,7,1
24,"SANITATION","W",173024,7,1
26,"SANITATION","LSU",173024,7,1
25,"SANITATION","W",173024,7,1
2,"SANITATION","N",173026,7,1
8,"SANITATION","D",173024,7,1
24,"SANITATION","D",173024,7,1
23,"SANITATION","W",173027,7,1
16,"GROUNDS","D",174362,7,1
9,"SANITATION","W",173027,7,1
1,"SANITATION","W",173024,7,1
8,"SANITATION","D",173024,7,1
10,"SANITATION","W",173024,7,1
23,"SANITATION","W",173024,7,1
14,"SANITATION","D",173024,7,1
3,"SANITATION","W",173024,7,1
3,"SANITATION","W",173024,7,1
23,"SANITATION","D",173024,7,1
8,"SANITATION","D",173027,7,1
7,"SANITATION","W",173024,7,1
21,"SANITATION","W",173024,7,1
22,"SANITATION","W",173024,7,1
21,"SANITATION","W",173027,7,1
53,"SANITATION","N",173024,7,1
22,"SANITATION","N",173024,7,1
21,"SANITATION","D",173024,7,1
21,"SANITATION","N",173024,7,1
8,"GROUNDS","N",174362,7,1
3,"SANITATION","D",173024,7,1
10,"SANITATION","D",173024,7,1
17,"SANITATION","D",173024,7,1
17,"SANITATION","D",173024,7,1
8,"SANITATION","LSU",173024,7,1
16,"SANITATION","LSU",173024,7,1
11,"SANITATION","D",173024,7,1
15,"SANITATION","N",173024,7,1
15,"SANITATION","W",173024,7,1
15,"SANITATION","D",173024,7,1
15,"SANITATION","D",173024,7,1
7,"SANITATION","LSU",173024,7,1
14,"SANITATION","W",173024,7,1
14,"SANITATION","D",173024,7,1
13,"SANITATION","N",173024,7,1
14,"SANITATION","N",173024,7,1
12,"SANITATION","LSU",173024,7,1
9,"SANITATION","D",173024,7,1
11,"GROUNDS","D",174362,7,1
4,"SANITATION","LSU",173024,7,1
4,"SANITATION","W",173024,7,1
1,"SANITATION","W",173024,7,1
1,"SANITATION","N",173024,7,1
10,"SANITATION","W",173024,7,1
9,"SANITATION","W",173027,7,1
8,"SANITATION","N",173027,7,1
9,"SANITATION","N",173024,7,1
6,"SANITATION","W",173024,7,1
8,"SANITATION","N",173024,7,1
8,"SANITATION","N",173027,7,1
8,"SANITATION","W",173024,7,1
4,"GROUNDS","W",174362,7,1
12,"SANITATION","W",173024,7,1
7,"SANITATION","D",173024,7,1
2,"SANITATION","D",173023,7,1
5,"SANITATION","W",173027,7,1
5,"SANITATION","D",173024,7,1
22,"SANITATION","D",173024,7,1
4,"SANITATION","LSU",173024,7,1
4,"SANITATION","W",173024,7,1
8,"SANITATION","W",173024,7,1
8,"SANITATION","W",173024,7,1
8,"SANITATION","W",173024,7,1
7,"SANITATION","W",173024,7,1
7,"SANITATION","LSU",173024,7,1
7,"SANITATION","W",173024,7,1
17,"SANITATION","N",173024,7,1
7,"SANITATION","W",173024,7,1
1,"SANITATION","W",173027,7,1
8,"SANITATION","W",173024,8,1
8,"SANITATION","W",173024,8,1
5,"SANITATION","D",173024,8,1
13,"SANITATION","W",173024,8,1
4,"SANITATION","W",173024,8,1
4,"SANITATION","N",173024,8,1
4,"SANITATION","W",173024,8,1
4,"SANITATION","W",173024,8,1
4,"SANITATION","LSU",173024,8,1
6,"SANITATION","D",173024,8,1
4,"SANITATION","D",173024,8,1
4,"SANITATION","W",173024,8,1
4,"SANITATION","LSU",173024,8,1
4,"SANITATION","W",173024,8,1
53,"GROUNDS","LSU",174362,8,1
3,"SANITATION","W",173024,8,1
3,"SANITATION","W",173024,8,1
3,"SANITATION","W",173024,8,1
3,"SANITATION","D",173024,8,1
1,"SANITATION","N",173024,8,1
7,"SANITATION","D",173027,8,1
31,"GROUNDS","D",174362,8,1
3,"SANITATION","N",173024,8,1
17,"GROUNDS","W",174362,8,1
1,"SANITATION","D",173024,8,1
3,"SANITATION","D",173024,8,1
2,"SANITATION","W",173024,8,1
8,"SANITATION","LSU",173024,8,1
9,"GROUNDS","W",174362,8,1
9,"SANITATION","LSU",173024,8,1
2,"SANITATION","W",173024,8,1
20,"SANITATION","W",173024,8,1
1,"SANITATION","D",173024,8,1
1,"SANITATION","D",173024,8,1
1,"SANITATION","D",173024,8,1
1,"SANITATION","W",173024,8,1
23,"SANITATION","D",173024,8,1
1,"SANITATION","W",173024,8,1
1,"SANITATION","D",173024,8,1
1,"SANITATION","N",173024,8,1
1,"SANITATION","W",173024,8,1
1,"SANITATION","LSU",173024,8,1
1,"SANITATION","LSU",173024,8,1
1,"SANITATION","LSU",173024,8,1
1,"SANITATION","D",173024,8,1
28,"GROUNDS","D",174362,8,1
1,"SANITATION","W",173024,8,1
21,"SANITATION","LSU",173024,8,1
1,"SANITATION","W",173024,8,1
21,"SANITATION","N",173024,8,1
21,"GROUNDS","D",174362,8,1
20,"SANITATION","W",173024,8,1
20,"SANITATION","W",173024,8,1
45,"GROUNDS","W",174362,8,1
15,"SANITATION","W",173024,8,1
15,"SANITATION","W",173024,8,1
10,"SANITATION","W",173024,8,1
1,"SANITATION","W",173024,8,1
14,"SANITATION","D",173024,8,1
14,"SANITATION","D",173024,8,1
14,"SANITATION","W",173024,8,1
14,"SANITATION","N",173024,8,1
13,"SANITATION","W",173024,8,1
17,"SANITATION","W",173024,8,1
13,"SANITATION","D",173024,8,1
1,"SANITATION","D",173027,8,1
16,"SANITATION","N",173024,8,1
1,"SANITATION","W",173024,8,1
6,"SANITATION","W",173024,8,1
15,"SANITATION","D",173024,8,1
15,"SANITATION","N",173024,8,1
15,"SANITATION","N",173024,8,1
11,"SANITATION","W",173024,8,1
15,"SANITATION","N",173024,8,1
12,"GROUNDS","W",174362,8,1
15,"SANITATION","D",173024,8,1
14,"SANITATION","W",173024,8,1
11,"SANITATION","D",173024,8,1
10,"SANITATION","W",173024,8,1
10,"SANITATION","N",173024,8,1
17,"SANITATION","D",173024,8,1
13,"SANITATION","D",173024,8,1
13,"SANITATION","W",173024,8,1
15,"SANITATION","W",173024,8,1
15,"SANITATION","N",173024,8,1
14,"SANITATION","W",173024,8,1
14,"SANITATION","W",173024,8,1
14,"SANITATION","N",173027,8,1
16,"SANITATION","D",173024,8,1
10,"SANITATION","D",173024,8,1
16,"SANITATION","W",173024,8,1
16,"SANITATION","W",173024,8,1
16,"SANITATION","W",173024,8,1
6,"SANITATION","W",173027,8,1
16,"SANITATION","W",173024,8,1
56,"GROUNDS","W",174362,8,1
13,"SANITATION","N",173024,8,1
1,"SANITATION","W",173027,8,1
5,"SANITATION","W",173024,8,1
1,"SANITATION","D",173024,8,1
5,"SANITATION","D",173024,8,1
11,"SANITATION","D",173024,8,1
11,"SANITATION","W",173024,8,1
7,"SANITATION","LSU",173024,8,1
12,"SANITATION","N",173024,8,1
14,"SANITATION","N",173024,8,1
4,"SANITATION","W",173024,8,1
16,"GROUNDS","W",174362,8,1
50,"GROUNDS","D",174362,8,1
2,"SANITATION","W",173024,8,1
16,"GROUNDS","N",174362,8,1
3,"SANITATION","D",173024,8,1
10,"SANITATION","W",173024,8,1
41,"GROUNDS","D",174362,8,1
9,"SANITATION","W",173024,8,1
8,"SANITATION","LSU",173024,8,1
34,"SANITATION","LSU",173024,8,1
8,"SANITATION","N",173024,8,1
26,"SANITATION","D",173027,8,1
8,"SANITATION","W",173024,8,1
8,"SANITATION","N",173027,8,1
8,"SANITATION","N",173024,8,1
6,"SANITATION","D",173024,8,1
10,"SANITATION","N",173024,8,1
24,"SANITATION","W",173024,8,1
11,"SANITATION","W",173024,8,1
2,"SANITATION","N",173027,9,1
9,"SANITATION","W",173024,9,1
49,"GROUNDS","W",174362,9,1
35,"SANITATION","W",173024,9,1
5,"SANITATION","W",173024,9,1
4,"SANITATION","W",173024,9,1
20,"SANITATION","D",173024,9,1
7,"SANITATION","W",173024,9,1
7,"SANITATION","D",173024,9,1
11,"SANITATION","W",173024,9,1
24,"SANITATION","LSU",173024,9,1
7,"SANITATION","W",173024,9,1
2,"SANITATION","LSU",173024,9,1
6,"SANITATION","W",173024,9,1
7,"SANITATION","W",173024,9,1
6,"SANITATION","D",173024,9,1
39,"SANITATION","D",173027,9,1
9,"SANITATION","D",173024,9,1
9,"SANITATION","W",173024,9,1
2,"SANITATION","D",173024,9,1
6,"SANITATION","D",173032,9,1
1,"SANITATION","W",173024,9,1
5,"SANITATION","W",173024,9,1
8,"SANITATION","N",173024,9,1
4,"SANITATION","W",173024,9,1
10,"SANITATION","W",173024,9,1
7,"SANITATION","W",173024,9,1
6,"SANITATION","D",173024,9,1
8,"SANITATION","W",173024,9,1
38,"GROUNDS","N",174362,9,1
7,"SANITATION","W",173024,9,1
2,"SANITATION","W",173027,9,1
1,"SANITATION","W",173027,9,1
7,"SANITATION","W",173024,9,1
1,"SANITATION","N",173027,9,1
7,"SANITATION","W",173024,9,1
7,"SANITATION","W",173024,9,1
5,"SANITATION","D",173024,9,1
22,"SANITATION","W",173024,9,1
6,"SANITATION","W",173024,9,1
17,"SANITATION","D",173024,9,1
6,"SANITATION","D",173024,9,1
6,"SANITATION","W",173024,9,1
14,"SANITATION","W",173024,9,1
7,"SANITATION","N",173024,9,1
11,"SANITATION","W",173024,9,1
20,"SANITATION","LSU",173024,9,1
5,"SANITATION","W",173024,9,1
10,"SANITATION","W",173027,9,1
26,"SANITATION","W",173024,9,1
10,"GROUNDS","D",174362,9,1
37,"GROUNDS","W",174362,9,1
17,"SANITATION","D",173024,9,1
7,"SANITATION","W",173024,9,1
2,"SANITATION","D",173024,9,1
15,"SANITATION","N",173024,9,1
1,"SANITATION","D",173024,9,1
8,"SANITATION","LSU",173024,9,1
33,"GROUNDS","W",174362,9,1
9,"SANITATION","W",173024,9,1
6,"SANITATION","LSU",173024,9,1
8,"SANITATION","D",173024,9,1
4,"SANITATION","D",173024,9,1
6,"SANITATION","W",173024,9,1
4,"SANITATION","N",173027,9,1
18,"SANITATION","W",173024,9,1
21,"SANITATION","W",173024,10,1
19,"SANITATION","W",173024,10,1
12,"SANITATION","W",173024,10,1
11,"SANITATION","W",173024,10,1
1,"SANITATION","D",173027,10,1
31,"GROUNDS","W",174362,10,1
16,"SANITATION","D",173032,10,1
21,"GROUNDS","W",174362,10,1
5,"SANITATION","W",173024,10,1
4,"SANITATION","LSU",173024,10,1
4,"SANITATION","D",173027,10,1
14,"SANITATION","W",173024,10,1
8,"SANITATION","W",173024,10,1
16,"GROUNDS","W",174362,10,1
12,"SANITATION","D",173024,10,1
2,"SANITATION","W",173027,10,1
10,"GROUNDS","W",174362,10,1
16,"SANITATION","W",173027,10,1
3,"SANITATION","W",173024,10,1
14,"GROUNDS","W",174362,10,1
4,"SANITATION","LSU",173020,10,1
23,"SANITATION","W",173024,10,1
18,"SANITATION","W",173024,10,1
19,"GROUNDS","D",174362,10,1
4,"SANITATION","W",173024,10,1
3,"GROUNDS","N",174362,10,1
16,"SANITATION","LSU",173024,10,1
4,"GROUNDS","W",174362,10,1
2,"SANITATION","W",173024,11,1
14,"SANITATION","W",173024,11,1
39,"GROUNDS","W",174362,11,1
32,"GROUNDS","LSU",174362,11,1
38,"GROUNDS","W",174362,11,1
7,"SANITATION","D",173024,11,1
10,"SANITATION","W",173024,11,1
3,"SANITATION","LSU",173027,11,1
22,"SANITATION","N",173024,11,1
14,"GROUNDS","W",174362,11,1
2,"SANITATION","LSU",173024,11,1
11,"SANITATION","LSU",173027,11,1
1,"SANITATION","LSU",173027,11,1
2,"SANITATION","N",173027,11,1
18,"SANITATION","LSU",173024,11,1
45,"SANITATION","LSU",173026,11,1
28,"GROUNDS","D",174362,11,1
50,"GROUNDS","W",174362,11,1
16,"GROUNDS","LSU",174362,11,1
10,"SANITATION","N",173024,11,1
1,"SANITATION","N",173027,11,1
4,"SANITATION","N",173024,12,1
4,"SANITATION","D",173027,12,1
17,"SANITATION","W",173024,12,1
12,"SANITATION","W",173024,12,1
15,"SANITATION","W",173024,12,1
35,"GROUNDS","D",174362,12,1
11,"SANITATION","N",173024,12,1
11,"GROUNDS","D",174362,12,1
11,"GROUNDS","W",174362,12,1
20,"SANITATION","W",173024,12,1
13,"SANITATION","W",173024,12,1
8,"SANITATION","D",173024,12,1
10,"SANITATION","LSU",173024,12,1
1,"SANITATION","W",173024,12,1
1,"SANITATION","W",173024,12,1
14,"SANITATION","LSU",173024,12,1
7,"SANITATION","D",173024,12,1
8,"SANITATION","LSU",173024,12,1
7,"SANITATION","LSU",173024,12,1
6,"SANITATION","D",173024,12,1
38,"SANITATION","W",173027,12,1
4,"SANITATION","W",173024,12,1
8,"GROUNDS","N",174362,12,1
8,"GROUNDS","D",174362,12,1
10,"SANITATION","W",173024,12,1
1,"SANITATION","W",173024,12,1
1,"SANITATION","W",173024,12,1
19,"GROUNDS","W",174362,12,1
12,"SANITATION","W",173024,12,1
3,"SANITATION","W",173024,12,1
1,"SANITATION","W",173027,1,2
3,"SANITATION","D",173027,1,2
3,"SANITATION","N",173027,1,2
1,"SANITATION","W",173024,1,2
5,"SANITATION","LSU",173024,1,2
48,"GROUNDS","N",174362,1,2
7,"GROUNDS","W",174362,1,2
7,"SANITATION","D",173024,1,2
11,"SANITATION","LSU",173024,1,2
58,"GROUNDS","W",174362,1,2
14,"SANITATION","W",173024,1,2
17,"SANITATION","W",173024,1,2
4,"SANITATION","N",173024,1,2
3,"SANITATION","LSU",173024,1,2
3,"SANITATION","N",173024,1,2
57,"GROUNDS","W",174362,1,2
3,"SANITATION","W",173024,1,2
2,"SANITATION","W",173024,1,2
5,"GROUNDS","W",174362,1,2
2,"SANITATION","N",173024,1,2
7,"GROUNDS","W",174362,1,2
8,"GROUNDS","W",174362,1,2
6,"SANITATION","W",173027,1,2
10,"SANITATION","W",173024,1,2
45,"GROUNDS","D",174362,1,2
5,"SANITATION","W",173024,1,2
4,"SANITATION","N",173024,1,2
4,"SANITATION","W",173024,1,2
5,"SANITATION","D",173024,1,2
5,"SANITATION","D",173024,1,2
18,"GROUNDS","N",174362,1,2
2,"SANITATION","N",173024,2,2
10,"SANITATION","N",173024,2,2
6,"SANITATION","W",173024,2,2
33,"GROUNDS","W",174362,2,2
2,"GROUNDS","D",174362,2,2
3,"SANITATION","W",173024,2,2
9,"SANITATION","D",173024,2,2
5,"SANITATION","W",173024,2,2
41,"GROUNDS","LSU",174362,2,2
1,"SANITATION","D",173024,2,2
2,"GROUNDS","N",174362,2,2
15,"SANITATION","D",173024,2,2
1,"SANITATION","LSU",173024,2,2
13,"GROUNDS","N",174362,2,2
6,"SANITATION","W",173029,2,2
4,"SANITATION","N",173024,2,2
6,"SANITATION","W",173024,2,2
4,"SANITATION","W",173024,2,2
2,"SANITATION","D",173024,2,2
7,"SANITATION","N",173024,2,2
9,"SANITATION","W",173024,2,2
3,"SANITATION","D",173024,2,2
3,"SANITATION","W",173024,2,2
9,"SANITATION","W",173024,2,2
8,"SANITATION","W",173024,2,2
15,"SANITATION","D",173024,2,2
6,"SANITATION","W",173024,2,2
8,"GROUNDS","D",174362,2,2
7,"SANITATION","N",173024,2,2
5,"SANITATION","D",173024,2,2
8,"SANITATION","N",173024,2,2
3,"SANITATION","W",427105,2,2
3,"SANITATION","W",427105,2,2
3,"SANITATION","W",427105,2,2
3,"SANITATION","W",427105,2,2
3,"SANITATION","W",427105,3,2
5,"SANITATION","W",173024,3,2
4,"SANITATION","D",173024,3,2
2,"SANITATION","W",173027,3,2
4,"SANITATION","W",173024,3,2
4,"SANITATION","W",173024,3,2
4,"SANITATION","D",173024,3,2
2,"SANITATION","N",173024,3,2
3,"SANITATION","W",173024,3,2
3,"SANITATION","W",173024,3,2
3,"SANITATION","W",173024,3,2
5,"SANITATION","N",173024,3,2
43,"GROUNDS","W",174362,3,2
4,"SANITATION","W",173024,3,2
4,"SANITATION","W",173024,3,2
15,"SANITATION","W",173024,3,2
1,"SANITATION","LSU",173024,3,2
2,"SANITATION","N",173024,3,2
3,"GROUNDS","W",174362,3,2
59,"GROUNDS","W",174362,3,2
2,"SANITATION","LSU",173024,3,2
56,"GROUNDS","W",174362,3,2
1,"GROUNDS","W",174362,3,2
1,"SANITATION","D",427105,3,2
2,"SANITATION","W",173024,3,2
2,"SANITATION","D",427105,3,2
1,"SANITATION","N",427105,3,2
13,"SANITATION","D",173024,3,2
8,"SANITATION","N",173024,3,2
1,"SANITATION","W",427105,3,2
7,"SANITATION","W",173024,3,2
7,"SANITATION","D",173024,3,2
12,"SANITATION","D",173024,3,2
8,"SANITATION","W",173024,3,2
8,"SANITATION","W",173024,3,2
7,"SANITATION","N",173027,3,2
39,"GROUNDS","W",174362,3,2
12,"SANITATION","W",173024,3,2
1,"SANITATION","D",173027,3,2
53,"GROUNDS","N",174362,3,2
5,"SANITATION","N",173024,3,2
3,"SANITATION","N",173024,3,2
5,"SANITATION","N",173024,3,2
1,"SANITATION","W",427105,3,2
8,"SANITATION","W",173024,3,2
4,"SANITATION","W",173024,3,2
4,"SANITATION","W",173024,3,2
4,"SANITATION","W",173024,3,2
4,"SANITATION","W",173024,3,2
2,"SANITATION","D",427105,3,2
8,"SANITATION","W",173024,3,2
8,"SANITATION","W",173024,3,2
6,"SANITATION","W",173024,3,2
7,"SANITATION","D",173024,3,2
2,"SANITATION","D",173024,3,2
54,"GROUNDS","D",174362,3,2
33,"GROUNDS","W",174362,3,2
1,"SANITATION","LSU",173024,3,2
3,"SANITATION","W",173024,3,2
1,"SANITATION","W",173024,3,2
23,"SANITATION","N",427105,3,2
5,"SANITATION","W",173024,3,2
5,"SANITATION","D",173024,3,2
4,"SANITATION","W",173024,3,2
2,"SANITATION","W",173024,3,2
2,"SANITATION","W",173024,3,2
1,"SANITATION","LSU",427105,3,2
2,"SANITATION","W",173024,3,2
1,"SANITATION","D",427105,3,2
4,"SANITATION","N",173027,3,2
35,"SANITATION","N",173024,3,2
34,"GROUNDS","W",174362,3,2
34,"GROUNDS","W",174362,3,2
